ID,USER_ID,WORKFLOW_STATE,FORCED_READ_STATE,DISCUSSION_ENTRY_ID,RATING,META_TS,TS_CARGA,TS_PROCESSAMENT,IND_LAST,METADATA_FILENAME,METADATA_FILE_LAST_MODIFIED
19033703,213587,read,,889222,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033706,96409,read,False,859969,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033705,96409,read,False,862413,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033708,191239,read,,890381,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033707,191239,read,,890088,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033709,210691,read,,884526,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468960,55357,read,,798963,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468962,160512,read,,852781,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468961,55357,read,,813473,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468964,15895,read,,912016,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468963,126953,read,False,796398,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468966,160512,read,,852209,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468965,120589,read,,912063,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468968,169417,read,False,862148,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468967,169417,read,False,862196,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033711,181428,read,,828315,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033710,181428,read,,822320,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468969,169417,read,False,900887,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033713,184279,read,,881338,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033712,183045,read,,874886,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033715,81708,read,,830318,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033714,97827,read,,622959,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033717,200825,read,,554595,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033716,210691,read,,884505,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033719,97827,read,,646927,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033718,158327,read,,775753,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468971,166609,read,,888429,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468970,54009,read,,913997,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468973,218849,read,,911197,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468972,154189,read,,905957,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468975,169417,read,False,898096,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468974,166609,read,,907954,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468977,167828,read,,895839,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468976,169417,read,False,900921,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033720,96409,read,False,864436,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468979,41421,read,,819066,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468978,41421,read,,818968,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033722,200825,read,,585425,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19033721,184608,read,,711604,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468939,185469,read,,879784,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468938,218849,read,,911225,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468940,120589,read,,851551,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468942,126178,read,,907319,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468941,182620,read,False,912049,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468944,184383,read,,910063,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468943,182620,read,False,912232,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468946,76920,read,,909400,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468945,207131,read,,911698,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468948,120589,read,,852251,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468947,120589,read,,851968,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468949,126178,read,,907446,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468951,126953,read,False,851677,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468950,148776,read,,913122,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468953,120589,read,,901640,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468952,126178,read,,910931,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468955,167828,read,,894082,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468954,185469,read,,908992,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468957,153864,read,False,913975,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
19468956,184383,read,,913020,,2024-03-28 19:41:48.802000,2025-02-18 14:14:46.140000,2025-02-18 14:55:59.754000,0,cd2/canvas/discussion_entry_participants/part-00013-498e00a9-7d98-4c99-a2ec-3882285e7193-c000.tsv.gz,2025-02-18 14:15:09
